season,team_id,game_id,game_date,source,source_commit
2004-05,1610612760,20401137,2005-04-09,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2004-05,1610612760,20401153,2005-04-11,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2004-05,1610612760,20401168,2005-04-13,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2004-05,1610612760,20401184,2005-04-15,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2004-05,1610612760,20401195,2005-04-17,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2004-05,1610612760,20401215,2005-04-19,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2004-05,1610612760,20401227,2005-04-20,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500009,2015-10-28,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500024,2015-10-30,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500042,2015-11-01,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500057,2015-11-03,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500066,2015-11-04,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500075,2015-11-06,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500096,2015-11-08,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500109,2015-11-10,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500115,2015-11-11,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500131,2015-11-13,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500150,2015-11-15,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500164,2015-11-17,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500173,2015-11-18,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500188,2015-11-20,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500196,2015-11-22,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500219,2015-11-25,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500239,2015-11-28,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500250,2015-11-29,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500272,2015-12-02,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500278,2015-12-03,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500290,2015-12-05,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500308,2015-12-07,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500323,2015-12-09,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500337,2015-12-11,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
2015-16,1610612761,21500355,2015-12-13,shufinskiy_nba_data_pinned_static,e829d4678be1e075f99e5d41a1c5f97089be446b
