season,player_id,team_id,player,canonical_classification,current_selected_source_layer,covered_before_safe_lock,safe_lock_source_supplied,safe_lock_value_valid,newly_resolved_by_safe_lock,selected_source_layer_after_safe_lock,covered_after_safe_lock,team_oreb_on,team_dreb_on,opponent_oreb_on,opponent_dreb_on,team_oreb_off,team_dreb_off,opponent_oreb_off,opponent_dreb_off,seconds_on,seconds_off,games_processed,safe_treb_on,safe_treb_off,safe_treb_swing_pp,safe_lock_segment_rows,locked_treb_on,locked_treb_off,locked_treb_swing_pp,safe_vs_locked_on_diff_pp,safe_vs_locked_off_diff_pp,safe_vs_locked_swing_diff_pp,safe_vs_locked_max_abs_diff_pp,material_numeric_conflict_gt_0_01pp
2019-20,1626166,1610612756,Cameron Payne,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,43.0,162.0,38.0,126.0,46.0,156.0,41.0,151.0,10989.0,12051.0,8.0,0.5555555555555556,0.5126903553299492,4.2865200225606355,1.0,0.5555555555555556,0.5126903553299492,4.2865200225606355,0.0,0.0,0.0,0.0,False
2019-20,1626167,1610612754,Myles Turner,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626168,1610612759,Trey Lyles,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626169,1610612761,Stanley Johnson,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626170,1610612764,Jerian Grant,partial,older_locked_completed_export,True,True,True,False,older_locked_completed_export,True,22.0,55.0,13.0,67.0,88.0,232.0,76.0,244.0,4820.0,18220.0,8.0,0.49044585987261147,0.5,-0.9554140127388533,1.0,0.49044585987261147,0.5,-0.9554140127388533,0.0,0.0,0.0,0.0,False
2019-20,1626171,1610612752,Bobby Portis,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626172,1610612744,Kevon Looney,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626174,1610612765,Christian Wood,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626178,1610612761,Rondae Hollis-Jefferson,full_core,not_yet_supplied_after_exact_union_and_locked_layer,False,False,False,False,not_yet_supplied_after_exact_union_and_locked_layer,False,,,,,,,,,,,,,,,,,,,,,,,
2019-20,1626179,1610612766,Terry Rozier,full_core,validated_exact_game_union_or_repair,True,False,False,False,validated_exact_game_union_or_repair,True,,,,,,,,,,,,,,,,,,,,,,,
